Name,ID
Holy Grease,40000596
Holy Water Grease,40000CE4
Holy Water Pot,4000015E
Holy-Shrouding Cracked Tear,40002B17
Holyproof Dried Liver,4000049C
Holyproof Pickled Liver,401E88FE
Homing Instinct Painting,40002008
Honed Bolt,40001B12
Hookclaws,014FB180
Horn Bow,0271EA60
Horn-Strewn Excrement,401ED2B3
Horned Bairn,401E90BA
Horned Warrior Armor,10501C34
Horned Warrior Ashes,4021C870
Horned Warrior Gauntlets,10501C98
Horned Warrior Greaves,10501CFC
Horned Warrior Helm,10501BD0
Horned Warrior's Greatsword,00820140
Horned Warrior's Sword,0072E610
Horse Crest Wooden Shield,01DCAF40
Hoslow's Armor (Altered),1009F344
Hoslow's Armor,1009EB74
Hoslow's Gauntlets,1009EBD8
Hoslow's Greaves,1009EC3C
Hoslow's Helm,1009EB10
Hoslow's Petal Whip,0131F050
Host's Trick-Mirror,200017CA
Howl of Shabriri,40001CA2
Human Bone Shard,40003AFC
Ice Crest Shield,01CBE660
Icerind Hatchet,00D6D800
Icon Shield,01EA6AE0
Igon's Armor (Altered),104DD62C
Igon's Armor,104DD244
Igon's Bell Bearing,401EA74B
Igon's Cookbook [1],401EA8F3
Igon's Cookbook [2],401EA8DB
Igon's Furled Finger,401EA3C3
Igon's Gauntlets,104DD2A8
Igon's Greatbow,02887FA0
Igon's Harpoon,0311D3E0
Igon's Helm (Altered),104DD5C8
Igon's Helm,104DD1E0
Igon's Loincloth,104DD30C
Iji's Bell Bearing,400022EC
Iji's Confession,40001FFD
Iji's Mirrorhelm,1013DA08
Imbued Sword Key,40001FFA
Immunizing Cured Meat,40000456
Immunizing Horn Charm +1,20000493
Immunizing Horn Charm +2,20001B8A
Immunizing Horn Charm,20000492
Immunizing White Cured Meat,4000051E
Immutable Shield,40001A54
Imp Head (Cat),10107AC0
Imp Head (Corpse),10108678
Imp Head (Elder),10108E48
Imp Head (Fanged),10107EA8
Imp Head (Lion),10515450
Imp Head (Long-Tongued),10108290
Imp Head (Wolf),10108A60
Impenetrable Thorns,401E97AE
Imprisoned Merchant's Bell Bearing,400022EB
Incantation Scarab,101D01C8
Incursion Painting,401EA488
Inescapable Frenzy,40001C84
Innard Meat,401E8B24
Inquisitor Ashes,4021A548
Inquisitor's Girandole,00F61FD0
Inseparable Sword,001FE410
Intelligence-knot Crystal Tear,40002B0F
Inverted Hawk Heater Shield,01DDE7C0
Inverted Hawk Towershield,01EB7C50
Invigorating Cured Meat,40000460
Invigorating White Cured Meat,40000528
Irina's Letter,40001FC3
Iris of Grace,401E8CC8
Iris of Occultation,401E8CD2
Iron Ball,014180B0
Iron Cleaver,00D63BC0
Iron Gauntlets,10009D08
Iron Greatsword,002E14E0
Iron Helmet,10009C40
Iron Kasa,100249F0
Iron Rivet Armor,104C99C4
Iron Rivet Gauntlets,104C9A28
Iron Rivet Greaves,104C9A8C
Iron Roundshield,01CB9840
Iron Spear,00F66DF0
Ironjar Aromatic,40000DC0
Isolated Merchant's Bell Bearing [1],400022DE
Isolated Merchant's Bell Bearing [2],400022DF
Isolated Merchant's Bell Bearing [3],400022E7
Ivory Sickle,00113E10
Ivory-Draped Tabard,101CB024
Jar Cannon,029F8A10
Jar,10111700
Jarwight Puppet +1,40040359
Jarwight Puppet +10,40040362
Jarwight Puppet +2,4004035A
Jarwight Puppet +3,4004035B
Jarwight Puppet +4,4004035C
Jarwight Puppet +5,4004035D
Jarwight Puppet +6,4004035E
Jarwight Puppet +7,4004035F
Jarwight Puppet +8,40040360
Jarwight Puppet +9,40040361
Jarwight Puppet,40040358
Jawbone Axe,00D614B0
Jellyfish Shield,01EA1CC0
Jolán and Anna,4021DFE0
Juvenile Scholar Cap,100FB770
Juvenile Scholar Robe,100FB7D4
Kaiden Armor,1000C3B4
Kaiden Gauntlets,1000C418
Kaiden Helm,1000C350
Kaiden Sellsword Ashes +1,40038659
Kaiden Sellsword Ashes +10,40038662
Kaiden Sellsword Ashes +2,4003865A
Kaiden Sellsword Ashes +3,4003865B
Kaiden Sellsword Ashes +4,4003865C
Kaiden Sellsword Ashes +5,4003865D
Kaiden Sellsword Ashes +6,4003865E
Kaiden Sellsword Ashes +7,4003865F
Kaiden Sellsword Ashes +8,40038660
Kaiden Sellsword Ashes +9,40038661
Kaiden Sellsword Ashes,40038658
Kaiden Trousers,1000C47C
Kalé's Bell Bearing,400022D8
Karolos Glintstone Crown,100CB5E8
Katar,0141F5E0
Keep Wall Key,401EA3D7
Kindred of Rot Ashes +1,40036B01
Kindred of Rot Ashes +10,40036B0A
Kindred of Rot Ashes +2,40036B02
Kindred of Rot Ashes +3,40036B03
Kindred of Rot Ashes +4,40036B04
Kindred of Rot Ashes +5,40036B05
Kindred of Rot Ashes +6,40036B06
Kindred of Rot Ashes +7,40036B07
Kindred of Rot Ashes +8,40036B08
Kindred of Rot Ashes +9,40036B09
Kindred of Rot Ashes,40036B00
Kindred of Rot's Exultation,2000087A
Kite Shield,01D905C0
Knifeprint Clue,40001FFE
Knight Armor,1016E3C4
Knight Gauntlets,1016E428
Knight Greaves,1016E48C
Knight Helm,1016E360
Knight's Greatsword,002E6300
Knight's Lightning Spear,401E9F74
Knot Resin,401ED2A4
Kukri,400006C2
Lacerating Crossed-Tree,20001FCC
Lamenter's Mask,401E8C6E
Lamenting Visage,0175FE30
Lance Talisman,2000085C
Lance,010450A0
Land Octopus Ovary,40003B24
Land of Reeds Armor (Altered),100D4ABC
Land of Reeds Armor,100D46D4
Land of Reeds Gauntlets,100D4738
Land of Reeds Greaves,100D479C
Land of Reeds Helm,100D4670
Land of Shadow,401E9E98
Land Squirt Ashes +1,4003B921
Land Squirt Ashes +10,4003B92A
Land Squirt Ashes +2,4003B922
Land Squirt Ashes +3,4003B923
Land Squirt Ashes +4,4003B924
Land Squirt Ashes +5,4003B925
Land Squirt Ashes +6,4003B926
Land Squirt Ashes +7,4003B927
Land Squirt Ashes +8,4003B928
Land Squirt Ashes +9,4003B929
Land Squirt Ashes,4003B920
Lands Between Rune,40000BAE
Lansseax's Glaive,40001B26
Lantern,40000816
Large Club,00B71B00
Large Glintstone Scrap,40000BEB
Large Leather Shield,01DC8830
Larval Tear,40001FF9
Larval Tear,401EA3E1
Latenna the Albinauric +1,40031CE1
Latenna the Albinauric +10,40031CEA
Latenna the Albinauric +2,40031CE2
Latenna the Albinauric +3,40031CE3
Latenna the Albinauric +4,40031CE4
Latenna the Albinauric +5,40031CE5
Latenna the Albinauric +6,40031CE6
Latenna the Albinauric +7,40031CE7
Latenna the Albinauric +8,40031CE8
Latenna the Albinauric +9,40031CE9
Latenna the Albinauric,40031CE0
Law of Causality,40001A68
Law of Regression,40001A4A
Lazuli Glintstone Crown,100CB200
Lazuli Glintstone Sword,00225510
Lazuli Robe,101EF9B0
Leaden Hardtear,40002B0A
Leather Arm Wraps,104F3238
Leather Armor,10155D24
Leather Boots,10155DEC
Leather Crown,104F3558
Leather Gloves,10155D88
Leather Headband,104F3170
Leather Leg Wraps,104F329C
Leather Trousers,10009D6C
Leather-Draped Tabard,101C3AF4
Leda's Armor,104C4BA4
Leda's Rune,401E9006
Leda's Sword,04061EF0
Let Us Go Together,401EA7AB
Letter for Freyja,401EA3CF
Letter from Volcano Manor,40001FBF
Letter from Volcano Manor,40001FC4
Letter to Bernahl,40001FED
Letter to Patches,40001FE7
Leyndell Knight Armor (Altered),101B547C
Leyndell Knight Armor,101B5094
Leyndell Knight Gauntlets,101B50F8
Leyndell Knight Greaves,101B515C
Leyndell Knight Helm,101B5030
Leyndell Soldier Ashes +1,4003D861
Leyndell Soldier Ashes +10,4003D86A
Leyndell Soldier Ashes +2,4003D862
Leyndell Soldier Ashes +3,4003D863
Leyndell Soldier Ashes +4,4003D864
Leyndell Soldier Ashes +5,4003D865
Leyndell Soldier Ashes +6,4003D866
Leyndell Soldier Ashes +7,4003D867
Leyndell Soldier Ashes +8,4003D868
Leyndell Soldier Ashes +9,4003D869
Leyndell Soldier Ashes,4003D860
Leyndell Soldier Gauntlets,101A3F88
Leyndell Soldier Greaves,101A3FEC
Leyndell Soldier Helm,101A3EC0
Lhutel the Headless +1,4003EFD1
Lhutel the Headless +10,4003EFDA
Lhutel the Headless +2,4003EFD2
Lhutel the Headless +3,4003EFD3
Lhutel the Headless +4,4003EFD4
Lhutel the Headless +5,4003EFD5
Lhutel the Headless +6,4003EFD6
Lhutel the Headless +7,4003EFD7
Lhutel the Headless +8,4003EFD8
Lhutel the Headless +9,4003EFD9
Lhutel the Headless,4003EFD0
Light Crossbow,02906EE0
Light of Miquella,401E9EAC
Lightning Bolt,03199C10
Lightning Fortification,40001946
Lightning Grease,40000582
Lightning Greatbolt,0328DE50
Lightning Perfume Bottle,03AADF90
Lightning Pot,40000140
Lightning Scorpion Charm,200007DA
Lightning Spear,40001AF4
Lightning Strike,40001B08
Lightning-Shrouding Cracked Tear,40002B16
Lightningbone Arrow (Fletched),02FDFDC0
Lightningbone Arrow,02FE24D0
Lightningbone Bolt,031B22B0
Lightningproof Dried Liver,40000492
Lightningproof Pickled Liver,401E88F4
Lion Greatbow,0280DE80
Lionel's Armor (Altered),1009C84C
Lionel's Armor,1009C464
Lionel's Gauntlets,1009C4C8
Lionel's Greaves,1009C52C
Lionel's Helm,1009C400
Litany of Proper Death,40001A5E
Living Jar Shard,40003C32
Lizard Greatsword,0035B600
Lone Wolf Ashes +1,40038A41
Lone Wolf Ashes +10,40038A4A
Lone Wolf Ashes +2,40038A42
Lone Wolf Ashes +3,40038A43
Lone Wolf Ashes +4,40038A44
Lone Wolf Ashes +5,40038A45
Lone Wolf Ashes +6,40038A46
Lone Wolf Ashes +7,40038A47
Lone Wolf Ashes +8,40038A48
Lone Wolf Ashes +9,40038A49
Lone Wolf Ashes,40038A40
Longbow,02719C40
Longhaft Axe,00E5A510
Longsword,001E8480
Longtail Cat Talisman,20001798
Lord of Blood's Exultation,20000870
Lord of Blood's Favor,40001FDA
Lord of Blood's Favor,40001FDB
Lord of Blood's Robe (Altered),1007574C
Lord of Blood's Robe,10075364
Lord's Aid,40001929
Lord's Divine Fortification,4000195A
Lord's Heal,40001917
Lord's Rune,40000B67
Lordsworn's Bolt,031AAD80
Lordsworn's Greatsword,002E3BF0
Lordsworn's Shield,01ECDBE0
Lordsworn's Straight Sword,001F20C0
Loretta's Greatbow,4000111C
Loretta's Mastery,4000111D
Loretta's War Sickle,01142F20
Lost Ashes of War,40002756
Loyal Knight's Cookbook,401EA8F1
Lucent Baldachin's Blessing,40001FA6
Lucerne,0112F6A0
Lucidity,40001180
Lulling Branch,401E880E
Lump of Flesh,40003AAC
Lusat's Glintstone Crown,1008D9A0
Lusat's Glintstone Staff,01FB33C0
Lusat's Manchettes,1008DA68
Lusat's Robe,1008DA04
Mace,00A7D8C0
Mad Craftsman's Cookbook [1],401EA8ED
Mad Craftsman's Cookbook [2],401EA8E5
Mad Craftsman's Cookbook [3],401EA8FA
Mad Pumpkin Head Ashes +1,4003B539
Mad Pumpkin Head Ashes +10,4003B542
Mad Pumpkin Head Ashes +2,4003B53A
Mad Pumpkin Head Ashes +3,4003B53B
Mad Pumpkin Head Ashes +4,4003B53C
Mad Pumpkin Head Ashes +5,4003B53D
Mad Pumpkin Head Ashes +6,4003B53E
Mad Pumpkin Head Ashes +7,4003B53F
Mad Pumpkin Head Ashes +8,4003B540
Mad Pumpkin Head Ashes +9,4003B541
Mad Pumpkin Head Ashes,4003B538
Madding Hand,01488590
Magic Downpour,40001112
Magic Fortification,4000193C
Magic Glintblade,40001126
Magic Grease,4000058C
Magic Pot,40000294
Magic Scorpion Charm,200007D0
Magic-Shrouding Cracked Tear,40002B15
Magicbone Arrow (Fletched),02FEE820
Magicbone Arrow,02FF0F30
Magicbone Bolt,031B49C0
Magma Blade,006B9310
Magma Breath,40001B62
Magma Shot,400012C0
Magma Whip Candlestick,0131A230
Magma Wyrm's Scalesword,007AAE40
Main-gauche,0016E360
Malenia's Armor (Altered),100BC41C
Malenia's Armor,100BC034
Malenia's Gauntlet,100BC098
Malenia's Great Rune,400000C4
Malenia's Great Rune,40001FD9
Malenia's Greaves,100BC0FC
Malenia's Winged Helm,100BBFD0
Malformed Dragon Armor,1003F804
Malformed Dragon Gauntlets,1003F868
Malformed Dragon Greaves,1003F8CC
Malformed Dragon Helm,1003F7A0
Maliketh's Armor (Altered),100B9D0C
Maliketh's Armor,100B9924
Maliketh's Black Blade,003D5720
Maliketh's Gauntlets,100B9988
Maliketh's Greaves,100B99EC
Maliketh's Helm,100B98C0
Man-Fly Ashes,4021BCB8
Man-Serpent Ashes +1,40037E89
Man-Serpent Ashes +10,40037E92
Man-Serpent Ashes +2,40037E8A
Man-Serpent Ashes +3,40037E8B
Man-Serpent Ashes +4,40037E8C
Man-Serpent Ashes +5,40037E8D
Man-Serpent Ashes +6,40037E8E
Man-Serpent Ashes +7,40037E8F
Man-Serpent Ashes +8,40037E90
Man-Serpent Ashes +9,40037E91
Man-Serpent Ashes,40037E88
Man-Serpent's Shield,01CA11A0
Manor Towershield,01EB2E30
Mantis Blade,006CA480
Mantle of Thorns,401E97A4
Map: Abyss,401EA61C
Map: Gravesite Plain,401EA618
Map: Rauh Ruins,401EA61B
Map: Scadu Altus,401EA619
Map: Southern Shore,401EA61A
Marais Executioner's Sword,003010B0
Marais Mask,100EB1B8
Marais Robe,100EB21C
Margit's Shackle,4000085C
Marika's Hammer,00AA22B0
Marika's Rune,401E9010
Marika's Scarseal,200004C4
Marika's Soreseal,200004C5
Marionette Soldier Armor,100CD1A4
Marionette Soldier Ashes +1,40036EE9
Marionette Soldier Ashes +10,40036EF2
Marionette Soldier Ashes +2,40036EEA
Marionette Soldier Ashes +3,40036EEB
Marionette Soldier Ashes +4,40036EEC
Marionette Soldier Ashes +5,40036EED
Marionette Soldier Ashes +6,40036EEE
Marionette Soldier Ashes +7,40036EEF
Marionette Soldier Ashes +8,40036EF0
Marionette Soldier Ashes +9,40036EF1
Marionette Soldier Ashes,40036EE8
Marionette Soldier Birdhelm,100CF850
Marionette Soldier Helm,100CD140
Marred Leather Shield,01D92CD0
Marred Wooden Shield,01D953E0
Mask of Confidence,100DE698
Mass of Putrescence,401E9CC2
Maternal Staff,01FF7980
Mausoleum Gauntlets,101A8DA8
Mausoleum Greaves,101A8E0C
Mausoleum Knight Armor (Altered),101BA29C
Mausoleum Knight Armor,101B9EB4
Mausoleum Knight Gauntlets,101B9F18
Mausoleum Knight Greaves,101B9F7C
Mausoleum Soldier Ashes +1,4003E031
Mausoleum Soldier Ashes +10,4003E03A
Mausoleum Soldier Ashes +2,4003E032
Mausoleum Soldier Ashes +3,4003E033
Mausoleum Soldier Ashes +4,4003E034
Mausoleum Soldier Ashes +5,4003E035
Mausoleum Soldier Ashes +6,4003E036
Mausoleum Soldier Ashes +7,4003E037
Mausoleum Soldier Ashes +8,4003E038
Mausoleum Soldier Ashes +9,4003E039
Mausoleum Soldier Ashes,4003E030
Mausoleum Surcoat,101A8D44
May the Best Win,401EA7A9
Meat Peddler's Bell Bearing,400022F2
Medicine Peddler's Bell Bearing,400022F3
Meeting Place Map,40002006
Melted Mushroom,40005119
Memory of Grace,40000073
Memory Stone,4000272E
Mending Rune of Perfect Order,40001FF6
Mending Rune of the Death-Prince,40001FF7
Mending Rune of the Fell Curse,40001FF8
Message from Leda,401EA3E2
Messmer Soldier Armor (Altered),104E726C
Messmer Soldier Armor,104E6E84
Messmer Soldier Ashes,4021AD18
Messmer Soldier Gauntlets,104E6EE8
Messmer Soldier Greaves,104E6F4C
Messmer Soldier Helm,104E6E20
Messmer Soldier Shield,01E0A6E0
Messmer Soldier's Axe,00DD8EC0
Messmer Soldier's Spear,010B2E70
Messmer's Armor,104FA704
Messmer's Gauntlets,104FA768
Messmer's Greaves,104FA7CC
Messmer's Helm (Altered),104FAA88
Messmer's Helm,104FA6A0
Messmer's Kindling,401EA3D5
Messmer's Orb,401EA30C
Messmerfire Grease,401E89F8
Meteor Bolt,031A3850
Meteoric Ore Blade,0089C970
Meteorite of Astel,4000125D
Meteorite Staff,01FB5AD0
Meteorite,4000125C
Midra's Flame of Frenzy,401EA104
Milady,0405F7E0
Millicent's Prosthesis,200004E2
Mimic Tear Ashes +1,40032899
Mimic Tear Ashes +10,400328A2
Mimic Tear Ashes +2,4003289A
Mimic Tear Ashes +3,4003289B
Mimic Tear Ashes +4,4003289C
Mimic Tear Ashes +5,4003289D
Mimic Tear Ashes +6,4003289E
Mimic Tear Ashes +7,4003289F
Mimic Tear Ashes +8,400328A0
Mimic Tear Ashes +9,400328A1
Mimic Tear Ashes,40032898
Mimic's Veil,40000BE0
Miniature Ranni,40001FD2
Miniature Ranni,40001FFB
Minor Erdtree,401E9E8E
Miquella's Great Rune,401EA3C0
Miquella's Lily,400050AD
Miquella's Needle,4000088E
Miquellan Knight's Sword,002191C0
Mirage Riddle,400021D4
Miranda Powder,40003B2E
Miranda Sprout Ashes +1,4003BD09
Miranda Sprout Ashes +10,4003BD12
Miranda Sprout Ashes +2,4003BD0A
Miranda Sprout Ashes +3,4003BD0B
Miranda Sprout Ashes +4,4003BD0C
Miranda Sprout Ashes +5,4003BD0D
Miranda Sprout Ashes +6,4003BD0E
Miranda Sprout Ashes +7,4003BD0F
Miranda Sprout Ashes +8,4003BD10
Miranda Sprout Ashes +9,4003BD11
Miranda Sprout Ashes,4003BD08
Miriam's Vanishing,401E954C
Miriel's Bell Bearing,400022D5
Misbegotten Shortbow,02628110
Miséricorde,000FB770
Mohg's Great Rune,400000C3
Mohg's Great Rune,40001FD8
Mohg's Shackle,40000866
Mohgwyn's Sacred Spear,01038D50
Moldmonger's Bell Bearing,401EA74A
Monk's Flameblade,007B2370
Monk's Flamemace,00A93850
Monk's Missive,401EA3DD
Moon of Nokstella,20000474
Moonrithyll's Knight Sword,00454660
Moonveil,008A3EA0
Moore's Bell Bearing,401EA744
Morgott's Cursed Sword,007B98A0
Morgott's Great Rune,400000C1
Morgott's Great Rune,40001FD6
Morning Star,00A89C10
Mottled Necklace +1,200004B1
Mottled Necklace +2,20001BA8
Mottled Necklace,200004B0
Multilayered Ring of Light,401E9EB6
Mushroom Arms,10113ED8
Mushroom Body,10113E74
Mushroom Crown,101EAB90
Mushroom Head,10113E10
Mushroom Legs,10113F3C
Mushroom,40005118
Mushroom-Seller's Bell Bearing [1],401EA747
Mushroom-Seller's Bell Bearing [2],401EA748
Nagakiba,00897B50
Nailstone,401ED2C1
Nanaya's Torch,0175D720
Nascent Butterfly,40005140
Navy Hood,100B4E88
Nectarblood Burgeon,401ED2AF
Nepheli Loux Puppet +1,4003F3B9
Nepheli Loux Puppet +10,4003F3C2
Nepheli Loux Puppet +2,4003F3BA
Nepheli Loux Puppet +3,4003F3BB
Nepheli Loux Puppet +4,4003F3BC
Nepheli Loux Puppet +5,4003F3BD
Nepheli Loux Puppet +6,4003F3BE
Nepheli Loux Puppet +7,4003F3BF
Nepheli Loux Puppet +8,4003F3C0
Nepheli Loux Puppet +9,4003F3C1
Nepheli Loux Puppet,4003F3B8
Neutralizing Boluses,40000384
New Cross Map,401EA3CC
Night Comet,4000120C
Night Maiden Armor,100478EC
Night Maiden Twin Crown,10047888
Night Maiden's Mist,40001964
Night Shard,40001202
Night's Cavalry Armor (Altered),100386BC
Night's Cavalry Armor,100382D4
Night's Cavalry Gauntlets,10038338
Night's Cavalry Greaves,1003839C
Night's Cavalry Helm (Altered),10038658
Night's Cavalry Helm,10038270
Nightmaiden & Swordstress Puppets +1,400324B1
Nightmaiden & Swordstress Puppets +10,400324BA
Nightmaiden & Swordstress Puppets +2,400324B2
Nightmaiden & Swordstress Puppets +3,400324B3
Nightmaiden & Swordstress Puppets +4,400324B4
Nightmaiden & Swordstress Puppets +5,400324B5
Nightmaiden & Swordstress Puppets +6,400324B6
Nightmaiden & Swordstress Puppets +7,400324B7
Nightmaiden & Swordstress Puppets +8,400324B8
Nightmaiden & Swordstress Puppets +9,400324B9
Nightmaiden & Swordstress Puppets,400324B0
Nightrider Flail,00C65D40
Nightrider Glaive,01136BD0
Noble Presence,4000187E
Noble Sorcerer Ashes +1,4003AD69
Noble Sorcerer Ashes +10,4003AD72
Noble Sorcerer Ashes +2,4003AD6A
Noble Sorcerer Ashes +3,4003AD6B
Noble Sorcerer Ashes +4,4003AD6C
Noble Sorcerer Ashes +5,4003AD6D
Noble Sorcerer Ashes +6,4003AD6E
Noble Sorcerer Ashes +7,4003AD6F
Noble Sorcerer Ashes +8,4003AD70
Noble Sorcerer Ashes +9,4003AD71
Noble Sorcerer Ashes,4003AD68
Noble's Estoc,004D35A0
Noble's Gloves,100B4B68
Noble's Slender Sword,002206F0
Noble's Traveling Garb,100B4B04
Noble's Trousers,100B4BCC
Nomad Ashes +1,400320C9
Nomad Ashes +10,400320D2
Nomad Ashes +2,400320CA
Nomad Ashes +3,400320CB
Nomad Ashes +4,400320CC
Nomad Ashes +5,400320CD
Nomad Ashes +6,400320CE
Nomad Ashes +7,400320CF
Nomad Ashes +8,400320D0
Nomad Ashes +9,400320D1
Nomad Ashes,400320C8
Nomadic Merchant's Bell Bearing [10],400022E5
Nomadic Merchant's Bell Bearing [1],400022D9
Nomadic Merchant's Bell Bearing [2],400022DA
Nomadic Merchant's Bell Bearing [3],400022DB
Nomadic Merchant's Bell Bearing [4],400022DC
Nomadic Merchant's Bell Bearing [5],400022DD
Nomadic Merchant's Bell Bearing [6],400022E0
Nomadic Merchant's Bell Bearing [7],400022E2
Nomadic Merchant's Bell Bearing [8],400022E3
Nomadic Merchant's Bell Bearing [9],400022E4
Nomadic Merchant's Chapeau,1003D090
Nomadic Merchant's Finery (Altered),1003D4DC
Nomadic Merchant's Finery,1003D0F4
Nomadic Merchant's Trousers,1003D1BC
Note: Demi-human Mobs,40002204
Note: Demi-human Mobs,40002236
Note: Flame Chariots,40002203
Note: Flame Chariots,40002235
Note: Flask of Wondrous Physick,400021FE
Note: Flask of Wondrous Physick,40002230
Note: Frenzied Flame Village,4000220B
Note: Frenzied Flame Village,4000223D
Note: Gateway,40002209
Note: Gateway,4000223B
Note: Gravity's Advantage,40002206
Note: Gravity's Advantage,40002238
Note: Great Coffins,40002202
Note: Great Coffins,40002234
Note: Hidden Cave,400021FC
Note: Hidden Cave,4000222E
Note: Imp Shades,400021FD
Note: Imp Shades,4000222F
Note: Land Squirts,40002205
Note: Land Squirts,40002237
Note: Miquella's Needle,4000220A
Note: Revenants,40002207
Note: Revenants,40002239
Note: Sealed Spiritsprings,401EA3DF
Note: Sealed Spiritsprings,401EA443
Note: Stonedigger Trolls,400021FF
Note: Stonedigger Trolls,40002231
Note: The Lord of Frenzied Flame,4000220C
Note: Unseen Assassins,40002201
Note: Unseen Assassins,40002233
Note: Walking Mausoleum,40002200
Note: Walking Mausoleum,40002232
Note: Waypoint Ruins,40002208
Note: Waypoint Ruins,4000223A
Nox Flowing Hammer,00A9AD80
Nox Flowing Sword,001FBD00
Nox Mirrorhelm,1013D620
Nox Monk Armor (Altered),1004711C
Nox Monk Armor,10046D34
Nox Monk Bracelets,10046D98
Nox Monk Greaves,10046DFC
Nox Monk Hood (Altered),100470B8
Nox Monk Hood,10046CD0
Nox Swordstress Armor (Altered),10047CD4
Nox Swordstress Armor,10047504
Nox Swordstress Crown (Altered),10047C70
Nox Swordstress Crown,100474A0
Numen's Rune,40000B61
O Mother,401EA7AC
O, Flame!,40001771
Oathseeker Knight Armor,104C5374
Oathseeker Knight Gauntlets,104C4C08
Oathseeker Knight Greaves,104C4C6C
Oathseeker Knight Helm,104C4B40
Obsidian Lamina,01298BE0
Octopus Head,1010EFF0
Official's Attire,100EB604
Oil Pot,4000017C
Oil-Soaked Tear,401EAFA0
Okina Mask,100D4E40
Old Aristocrat Cowl,1005F370
Old Aristocrat Gown,1005F3D4
Old Aristocrat Shoes,1005F49C
Old Fang,40003AC0
Old Lord's Talisman,20000BF4
Old Sorcerer's Legwraps,1008DACC
Olivinus Glintstone Crown,100CAE18
Omen Armor,100ECD74
Omen Bairn,40000BC2
Omen Cleaver,007AFC60
Omen Gauntlets,100ECDD8
Omen Greaves,100ECE3C
Omen Helm,100ECD10
Omenkiller Boots,101CD7FC
Omenkiller Long Gloves,101CD798
Omenkiller Robe,101CD734
Omenkiller Rollo +1,4003C4D9
Omenkiller Rollo +10,4003C4E2
Omenkiller Rollo +2,4003C4DA
Omenkiller Rollo +3,4003C4DB
Omenkiller Rollo +4,4003C4DC
Omenkiller Rollo +5,4003C4DD
Omenkiller Rollo +6,4003C4DE
Omenkiller Rollo +7,4003C4DF
Omenkiller Rollo +8,4003C4E0
Omenkiller Rollo +9,4003C4E1
Omenkiller Rollo,4003C4D8
Omensmirk Mask,101CD6D0
One-Eyed Shield,01EA91F0
Onyx Lord's Greatsword,007A3910
Opaline Bubbletear,40002B00
Opaline Hardtear,40002B03
Opaline Pickled Liver,401E8908
Oracle Bubbles,400013EC
Oracle Envoy Ashes +1,400343F1
Oracle Envoy Ashes +10,400343FA
Oracle Envoy Ashes +2,400343F2
Oracle Envoy Ashes +3,400343F3
Oracle Envoy Ashes +4,400343F4
Oracle Envoy Ashes +5,400343F5
Oracle Envoy Ashes +6,400343F6
Oracle Envoy Ashes +7,400343F7
Oracle Envoy Ashes +8,400343F8
Oracle Envoy Ashes +9,400343F9
Oracle Envoy Ashes,400343F0
Order Healing,40001A7C
Order's Blade,40001A72
Ordovis's Greatsword,002EB120
Ornamental Straight Sword,001F6EE0
Outer God Heirloom,20001F54
Page Ashes +1,40035B61
Page Ashes +10,40035B6A
Page Ashes +2,40035B62
Page Ashes +3,40035B63
Page Ashes +4,40035B64
Page Ashes +5,40035B65
Page Ashes +6,40035B66
Page Ashes +7,40035B67
Page Ashes +8,40035B68
Page Ashes +9,40035B69
Page Ashes,40035B60
Page Garb (Altered),10035FAC
Page Garb,10035BC4
Page Hood,10035B60
Page Trousers,10035C8C
Parrying Dagger,000F9060
Partisan,00F4E750
Pata,01483770
Patches' Bell Bearing,400022D0
Pearl Shield Talisman,20001F9A
Pearldrake Talisman +1,20000FD3
Pearldrake Talisman +2,20000FD4
Pearldrake Talisman +3,20001BDA
Pearldrake Talisman,20000FD2
Pearlescent Scale,401EBF2C
Pelt of Ralva,104C9960
Perfume Bottle,40002526
Perfumed Oil of Ranah,401E90C4
Perfumer Gloves,10016058
Perfumer Hood,10015F90
Perfumer Robe (Altered),100163DC
Perfumer Robe,10015FF4
Perfumer Sarong,100160BC
Perfumer Tricia +1,40034FA9
Perfumer Tricia +10,40034FB2
Perfumer Tricia +2,40034FAA
Perfumer Tricia +3,40034FAB
Perfumer Tricia +4,40034FAC
Perfumer Tricia +5,40034FAD
Perfumer Tricia +6,40034FAE
Perfumer Tricia +7,40034FAF
Perfumer Tricia +8,40034FB0
Perfumer Tricia +9,40034FB1
Perfumer Tricia,40034FA8
Perfumer's Bolt,0319C320
Perfumer's Shield,01C9EA90
Perfumer's Talisman,200008AC
Perfumer's Talisman,200008AC
Perfumer's Traveling Garb (Altered),10018AEC
Perfumer's Traveling Garb,10018704
Pest Threads,40001C20
Pest's Glaive,0112CF90
Pest-Thread Spears,401EA0AA
Phantom Bloody Finger,4000006B
Phantom Bloody Finger,40000071
Phantom Great Rune,40000087
Phantom Recusant Finger,40000072
Pickaxe,00B93DE0
Pickled Turtle Neck,4000044C
Pidia's Bell Bearing,400022CE
Pike,00F53570
Pillory Shield,01CA5FC0
Piquebone Arrow (Fletched),03032DE0
Piquebone Arrow,030354F0
Piquebone Bolt,03216440
Placidusax's Ruin,40001B8A
Poison Armament,40001C3E
Poison Grease,400005B4
Poison Mist,40001C34
Poison Pot,40000172
Poison Spraymist,40000DFC
Poisonbloom,400050AA
Poisonbone Arrow (Fletched),02FD3A70
